# eostef_0(target_in) vs time
 6.00000000000000e-01  3.07184985309658e+02
 6.00000250000000e-01  3.07184985309658e+02
 6.00000550000000e-01  3.07184985309658e+02
 6.00000910000000e-01  3.07184985309658e+02
 6.00001342000000e-01  3.07184985309658e+02
 6.00001860400000e-01  3.07184985309658e+02
 6.00002482480000e-01  3.07184985309658e+02
 6.00003228976000e-01  3.07184985309658e+02
 6.00004124771200e-01  3.07184985309658e+02
 6.00005199725440e-01  3.07184985309658e+02
 6.00006489670528e-01  3.07184985309658e+02
 6.00008037604634e-01  3.07184985309658e+02
 6.00009895125560e-01  3.07184985309658e+02
 6.00012124150672e-01  3.07184985309658e+02
 6.00014798980807e-01  3.07184985309658e+02
 6.00018008776968e-01  3.07184985309658e+02
 6.00021860532362e-01  3.07184985309658e+02
 6.00026482638834e-01  3.07184985309658e+02
 6.00032029166601e-01  3.07184985309658e+02
 6.00038684999921e-01  3.07184985309658e+02
 6.00046671999906e-01  3.07184985309658e+02
 6.00056256399887e-01  3.07184985309658e+02
 6.00067757679864e-01  3.07184985309658e+02
 6.00081559215837e-01  3.07184985309658e+02
 6.00098121059004e-01  3.07184985309658e+02
 6.00117995270805e-01  3.07184985309658e+02
 6.00141844324966e-01  3.07184985309658e+02
 6.00170463189959e-01  3.07184985309658e+02
 6.00204805827951e-01  3.07184985309658e+02
 6.00246016993541e-01  3.07184985309658e+02
 6.00289395692360e-01  3.07184985309658e+02
 6.00332774164462e-01  3.07184985309658e+02
 6.00376152418416e-01  3.07184985309658e+02
 6.00419530464651e-01  3.07184985309658e+02
 6.00462908314660e-01  3.07184985309658e+02
 6.00506285981813e-01  3.07184985309658e+02
 6.00549663481194e-01  3.07184985368233e+02
 6.00593040828946e-01  3.07184985530686e+02
 6.00636418040921e-01  3.07184985777160e+02
 6.00679795131981e-01  3.07184986189879e+02
 6.00723172116274e-01  3.07184986917227e+02
 6.00766548980503e-01  3.07184988105791e+02
 6.00809925705775e-01  3.07184989939578e+02
 6.00853302315141e-01  3.07184992672546e+02
 6.00896678833113e-01  3.07184996666024e+02
 6.00940055284091e-01  3.07185002352292e+02
 6.00983431688614e-01  3.07185010306920e+02
 6.01026808062632e-01  3.07185021309048e+02
 6.01070184420200e-01  3.07185036349664e+02
 6.01113560774030e-01  3.07185056619532e+02
 6.01156937136809e-01  3.07185083541121e+02
 6.01200313521230e-01  3.07185118875086e+02
 6.01243689938397e-01  3.07185164759280e+02
 6.01287066397217e-01  3.07185223774919e+02
 6.01330442889710e-01  3.07185299076405e+02
 6.01373819377385e-01  3.07185394506290e+02
 6.01417195864934e-01  3.07185514575421e+02
 6.01460572358620e-01  3.07185664722495e+02
 6.01503948867539e-01  3.07185851502680e+02
 6.01547325396498e-01  3.07186082408197e+02
 6.01590701920067e-01  3.07186365950341e+02
 6.01634078441819e-01  3.07186713390538e+02
 6.01677454966385e-01  3.07187137868958e+02
 6.01720831500899e-01  3.07187652195555e+02
 6.01764208034254e-01  3.07188276640994e+02
 6.01807584565948e-01  3.07189035391172e+02
 6.01850961099383e-01  3.07189945308488e+02
 6.01894337639848e-01  3.07191018237730e+02
 6.01937714195033e-01  3.07192246902353e+02
 6.01981090760681e-01  3.07193604010030e+02
 6.02024467323991e-01  3.07195060820926e+02
 6.02067843887964e-01  3.07196592408919e+02
 6.02111220457464e-01  3.07198178789356e+02
 6.02154597040134e-01  3.07199793394434e+02
 6.02197973622621e-01  3.07201408604732e+02
 6.02241350203853e-01  3.07202996390356e+02
 6.02284726787035e-01  3.07204517425156e+02
 6.02328103377419e-01  3.07205937895444e+02
 6.02371479976421e-01  3.07207237171244e+02
 6.02414856573140e-01  3.07208374202119e+02
 6.02458233169858e-01  3.07209317003379e+02
 6.02501609770229e-01  3.07210073637113e+02
 6.02544986380286e-01  3.07210662864555e+02
 6.02588362997624e-01  3.07211120264336e+02
 6.02631739613184e-01  3.07211478652926e+02
 6.02675116229323e-01  3.07211753924650e+02
 6.02718492849972e-01  3.07211960889019e+02
 6.02761869481489e-01  3.07212112138810e+02
 6.02805246110854e-01  3.07212216589116e+02
 6.02848622739620e-01  3.07212286630661e+02
 6.02891999370604e-01  3.07212334384125e+02
 6.02935376008512e-01  3.07212365014218e+02
 6.02978752652781e-01  3.07212379561397e+02
 6.03022129295460e-01  3.07212375550401e+02
 6.03065505938577e-01  3.07212341082999e+02
 6.03108882585462e-01  3.07212257057667e+02
 6.03152259241534e-01  3.07212105336051e+02
 6.03195635900361e-01  3.07211870042634e+02
 6.03239012558041e-01  3.07211540633005e+02
 6.03282389216813e-01  3.07211115665840e+02
 6.03325765880440e-01  3.07210603647117e+02
 6.03369142549101e-01  3.07210021814519e+02
 6.03412519216344e-01  3.07209395493534e+02
 6.03455895883912e-01  3.07208756377852e+02
 6.03499272554643e-01  3.07208139549402e+02
 6.03542649233214e-01  3.07207579851001e+02
 6.03586025916129e-01  3.07207116082802e+02
 6.03629402597894e-01  3.07206778512272e+02
 6.03672779280413e-01  3.07206575549110e+02
 6.03716155966915e-01  3.07206500244710e+02
 6.03759532660069e-01  3.07206515768562e+02
 6.03802909351575e-01  3.07206574307725e+02
 6.03846286042921e-01  3.07206651114638e+02
 6.03889662736456e-01  3.07206735157283e+02
 6.03933039436182e-01  3.07206821313714e+02
 6.03976416138836e-01  3.07206934986624e+02
 6.04019792840654e-01  3.07207092396959e+02
 6.04063169543378e-01  3.07207276939097e+02
 6.04106546249940e-01  3.07207476068903e+02
 6.04149922964927e-01  3.07207677032904e+02
 6.04193299678239e-01  3.07207868929847e+02
 6.04236676391117e-01  3.07208053408278e+02
 6.04280053105612e-01  3.07208235675203e+02
 6.04323429825212e-01  3.07208413346058e+02
 6.04366806547285e-01  3.07208579992568e+02
 6.04410183268515e-01  3.07208725531779e+02
 6.04453559990444e-01  3.07208844259842e+02
 6.04496936715664e-01  3.07208937982714e+02
 6.04540313448292e-01  3.07209011073578e+02
 6.04583690179499e-01  3.07209069369495e+02
 6.04627066910433e-01  3.07209116951809e+02
 6.04670443642957e-01  3.07209155037609e+02
 6.04713820380262e-01  3.07209184879425e+02
 6.04757197121844e-01  3.07209207719814e+02
 6.04800573862318e-01  3.07209224719598e+02
 6.04843950602968e-01  3.07209237207146e+02
 6.04887327345980e-01  3.07209246395470e+02
 6.04930704094194e-01  3.07209252992815e+02
 6.04974080841321e-01  3.07209257711019e+02
 6.05017457588408e-01  3.07209261181488e+02
 6.05060834337152e-01  3.07209263681849e+02
 6.05104211090494e-01  3.07209265289545e+02
 6.05147587849059e-01  3.07209265922943e+02
 6.05190964606518e-01  3.07209265184061e+02
 6.05234341364013e-01  3.07209262115469e+02
 6.05277718123506e-01  3.07209255484300e+02
 6.05321094888342e-01  3.07209244172054e+02
 6.05364471651991e-01  3.07209227282174e+02
 6.05407848415426e-01  3.07209204386640e+02
 6.05451225180149e-01  3.07209175614490e+02
 6.05494601948766e-01  3.07209141549525e+02
 6.05537978720472e-01  3.07209103194384e+02
 6.05581355491461e-01  3.07209061892208e+02
 6.05624732262871e-01  3.07209019219357e+02
 6.05668109036640e-01  3.07208976864359e+02
 6.05711485815913e-01  3.07208936513844e+02
 6.05754862595638e-01  3.07208899737582e+02
 6.05798239374829e-01  3.07208867860748e+02
 6.05841616154824e-01  3.07208842030280e+02
 6.05884992937926e-01  3.07208823027270e+02
 6.05928369721974e-01  3.07208810878960e+02
 6.05971746505560e-01  3.07208804935586e+02
 6.06015123289809e-01  3.07208804122159e+02
 6.06058500076606e-01  3.07208806202980e+02
 6.06101876868884e-01  3.07208808962704e+02
 6.06145253661902e-01  3.07208811769532e+02
 6.06188630454435e-01  3.07208814623163e+02
 6.06232007247749e-01  3.07208818543199e+02
 6.06275384044016e-01  3.07208824426697e+02
 6.06318760841858e-01  3.07208831955012e+02
 6.06362137639069e-01  3.07208840650329e+02
 6.06405514436634e-01  3.07208850003294e+02
 6.06448891236225e-01  3.07208859597861e+02
 6.06492268040571e-01  3.07208869430338e+02
 6.06535644844624e-01  3.07208879762388e+02
 6.06579021648483e-01  3.07208890633729e+02
 6.06622398453360e-01  3.07208901815833e+02
 6.06665775261363e-01  3.07208912848544e+02
 6.06709152072178e-01  3.07208923376095e+02
 6.06752528882279e-01  3.07208933333917e+02
 6.06795905692539e-01  3.07208942679099e+02
 6.06839282504466e-01  3.07208951326416e+02
 6.06882659320605e-01  3.07208959029375e+02
 6.06926036136296e-01  3.07208965539788e+02
 6.06969412951758e-01  3.07208970830708e+02
 6.07012789768103e-01  3.07208974999734e+02
 6.07056166587271e-01  3.07208978296754e+02
 6.07099543407972e-01  3.07208980953491e+02
 6.07142920228230e-01  3.07208983061955e+02
 6.07186297048934e-01  3.07208984697092e+02
 6.07229673871605e-01  3.07208985918680e+02
 6.07273050698651e-01  3.07208986797972e+02
 6.07316427526073e-01  3.07208987424783e+02
 6.07359804353069e-01  3.07208987867872e+02
 6.07403181180663e-01  3.07208988161369e+02
 6.07446558010631e-01  3.07208988341199e+02
 6.07489934840645e-01  3.07208988449476e+02
 6.07533311670419e-01  3.07208988506658e+02
 6.07576688500838e-01  3.07208988516538e+02
 6.07620065333413e-01  3.07208988454266e+02
 6.07663442170437e-01  3.07208988267550e+02
 6.07706819007899e-01  3.07208987894118e+02
 6.07750195844989e-01  3.07208987269503e+02
 6.07793572682696e-01  3.07208986331831e+02
 6.07836949522725e-01  3.07208985025018e+02
 6.07880326363113e-01  3.07208983309546e+02
 6.07923703203126e-01  3.07208981180225e+02
 6.07967080043573e-01  3.07208978666994e+02
 6.08010456885833e-01  3.07208975822443e+02
 6.08053833732075e-01  3.07208972716730e+02
 6.08097210577723e-01  3.07208969431487e+02
 6.08140587423241e-01  3.07208966053434e+02
 6.08183964269608e-01  3.07208962669094e+02
 6.08227341118524e-01  3.07208959360299e+02
 6.08270717968879e-01  3.07208956202692e+02
 6.08314094818782e-01  3.07208953265433e+02
 6.08357471668959e-01  3.07208950611591e+02
 6.08400848520671e-01  3.07208948297351e+02
